"geo_id","tot_pop_race","pop_white","pop_black","pop_native","pop_asian","pop_pac_isl","pop_other","pop_two_plus","tot_pop_hisp","pop_not_hisp","pop_white_not_hisp","pop_hisp","tot_pop_income","pop_in_poverty","per_cap_income","pct_white","pct_nonwhite","pct_black","pct_asian","pct_pac_isl","pct_native","pct_other","pct_two_plus","pct_hisp","pct_white_not_hisp","pct_in_poverty"
"51013101603",3939,2824,217,0,698,0,40,160,3939,3642,2581,297,3909,314,113069,0.716933231784717,0.283066768215283,0.0550901243970551,0.177202335618177,0,0,0.0101548616400102,0.0406194465600406,0.0753998476770754,0.655242447321655,0.0803274494755692
"51013101701",4916,3636,337,0,426,40,307,170,4916,4059,3186,857,4475,351,76224,0.739625711960944,0.260374288039056,0.0685516680227827,0.0866558177379984,0.0081366965012205,0,0.0624491456468674,0.0345809601301871,0.174328722538649,0.648087876322213,0.0784357541899441
"51013101702",5384,3673,185,0,1199,0,64,263,5384,4741,3086,643,5374,341,77435,0.682206537890045,0.317793462109955,0.0343610698365528,0.222696879643388,0,0,0.011887072808321,0.0488484398216939,0.1194279346211,0.573179791976226,0.0634536657982881
"51013101703",2291,1790,257,0,194,12,11,27,2291,2148,1658,143,2291,275,96621,0.781318201658664,0.218681798341336,0.112178088171104,0.084679179397643,0.00523788738542121,0,0.00480139676996945,0.0117852466171977,0.0624181580096028,0.723701440419031,0.120034919249236
"51013101801",3664,2800,93,21,573,0,46,131,3664,3396,2556,268,3664,113,105049,0.764192139737991,0.235807860262009,0.025382096069869,0.156386462882096,0,0.00573144104803493,0.0125545851528384,0.0357532751091703,0.0731441048034935,0.697598253275109,0.0308406113537118
"51013101802",6987,5105,478,20,612,0,349,423,6987,5579,4291,1408,6987,531,71399,0.730642622012309,0.269357377987691,0.0684127665664806,0.0875912408759124,0,0.002862458852154,0.0499499069700873,0.0605410047230571,0.201517103191642,0.614140546729641,0.0759982825246887
"51013101803",4555,3517,204,0,387,0,350,97,4555,4117,3409,438,4555,364,67955,0.77211855104281,0.22788144895719,0.0447859495060373,0.0849615806805708,0,0,0.0768386388583974,0.0212952799121844,0.0961580680570801,0.74840834248079,0.0799121844127333
"51013101900",3287,2899,44,0,127,0,119,98,3287,3147,2859,140,3252,158,79429,0.881959233343474,0.118040766656526,0.013386066321874,0.0386370550654092,0,0,0.0362032248250685,0.029814420444174,0.0425920292059629,0.869790082141771,0.0485854858548585
"51013102001",3007,1470,235,0,360,0,792,150,3007,1977,1258,1030,3007,343,60342,0.48885932823412,0.51114067176588,0.0781509810442301,0.119720651812438,0,0,0.263385433987363,0.049883604921849,0.34253408713003,0.41835716661124,0.114067176587961
"51013102002",1414,999,91,0,196,40,35,53,1414,1197,836,217,1412,83,56819,0.706506364922207,0.293493635077793,0.0643564356435644,0.138613861386139,0.0282885431400283,0,0.0247524752475248,0.0374823196605375,0.153465346534653,0.591230551626591,0.0587818696883853
"51013102003",4041,2533,629,0,345,0,408,126,4041,2976,1923,1065,4041,639,45479,0.626825043306112,0.373174956693888,0.155654540955209,0.0853749072011878,0,0,0.100965107646622,0.0311804008908686,0.26354862657758,0.475872308834447,0.158129175946548
"51013102100",2394,1760,125,31,382,0,57,39,2394,2251,1643,143,2271,347,61440,0.735171261487051,0.264828738512949,0.0522138680033417,0.159565580618212,0,0.0129490392648287,0.0238095238095238,0.0162907268170426,0.0597326649958229,0.686299081035923,0.152796125055042
"51013102200",8220,3871,2630,116,667,0,605,331,8220,4675,1132,3545,8175,1523,25801,0.470924574209246,0.529075425790754,0.319951338199513,0.0811435523114355,0,0.0141119221411192,0.0736009732360097,0.0402676399026764,0.431265206812652,0.137712895377129,0.186299694189602
"51013102301",1433,1106,107,0,106,0,25,89,1433,1308,1029,125,1433,42,77687,0.771807397069086,0.228192602930914,0.0746685275645499,0.0739706908583392,0,0,0.0174459176552687,0.0621074668527565,0.0872295882763433,0.718073970690858,0.0293091416608514
"51013102302",4275,2659,374,0,362,0,761,119,4275,3048,2210,1227,4275,448,54760,0.621988304093567,0.378011695906433,0.0874853801169591,0.0846783625730994,0,0,0.178011695906433,0.0278362573099415,0.287017543859649,0.516959064327485,0.104795321637427
"51013102400",3349,2388,383,0,274,0,260,44,3349,2778,2077,571,3349,142,59517,0.713048671245148,0.286951328754852,0.114362496267543,0.0818154673036727,0,0,0.0776351149596895,0.0131382502239474,0.170498656315318,0.620185129889519,0.0424007166318304
"51013102500",5687,4089,863,25,443,0,46,221,5687,4596,3092,1091,5687,214,61523,0.71900826446281,0.28099173553719,0.151749604360823,0.0778969579743274,0,0.00439599085633902,0.00808862317566379,0.0388605591700369,0.191841040970635,0.54369614911201,0.037629681730262
"51013102600",3684,2389,501,3,270,0,365,156,3684,2547,1658,1137,3684,147,52435,0.648479913137894,0.351520086862106,0.13599348534202,0.0732899022801303,0,0.000814332247557003,0.0990770901194354,0.0423452768729642,0.308631921824104,0.450054288816504,0.0399022801302932
"51013102701",4135,1075,1305,48,828,0,598,281,4135,2816,533,1319,4080,448,26661,0.259975816203144,0.740024183796856,0.315598548972189,0.200241837968561,0,0.0116082224909311,0.144619105199516,0.067956469165659,0.318984280532044,0.128899637243047,0.109803921568627
"51013102702",2062,1193,107,7,282,0,357,116,2062,1375,961,687,2041,76,50836,0.578564500484966,0.421435499515034,0.0518913676042677,0.136760426770126,0,0.00339476236663434,0.173132880698351,0.0562560620756547,0.333171677982541,0.466052376333657,0.0372366487016169
"51013102801",8455,4203,1200,0,1532,0,1280,240,8455,5527,2564,2928,8443,524,47229,0.497102306327617,0.502897693672383,0.141927853341218,0.181194559432289,0,0,0.151389710230633,0.0283855706682436,0.346303962152572,0.303252513305736,0.0620632476607841
"51013102802",1383,1205,75,0,43,0,12,48,1383,1128,962,255,1383,12,57627,0.871294287780188,0.128705712219812,0.0542299349240781,0.0310918293564714,0,0,0.00867678958785249,0.03470715835141,0.184381778741866,0.695589298626175,0.00867678958785249
"51013102901",2918,2590,109,0,46,0,56,117,2918,2566,2339,352,2918,55,79654,0.88759424263194,0.11240575736806,0.0373543522960932,0.0157642220699109,0,0,0.0191912268677176,0.0400959561343386,0.120630568882796,0.801576422206991,0.0188485263879369
"51013102902",4275,3332,285,93,186,22,109,248,4275,3533,2792,742,4263,81,73585,0.779415204678363,0.220584795321637,0.0666666666666667,0.0435087719298246,0.00514619883040936,0.0217543859649123,0.0254970760233918,0.0580116959064328,0.173567251461988,0.653099415204678,0.0190007037297678
"51013103000",3446,3076,35,24,188,0,27,96,3446,3233,2914,213,3446,42,74904,0.892629135229251,0.107370864770749,0.01015670342426,0.0545560069645966,0,0.00696459663377829,0.00783517121300058,0.0278583865351132,0.0618107951247824,0.845618107951248,0.012188044109112
"51013103100",5960,3027,1655,2,287,0,742,247,5960,4072,1895,1888,5935,982,45079,0.507885906040269,0.492114093959731,0.277684563758389,0.0481543624161074,0,0.000335570469798658,0.124496644295302,0.0414429530201342,0.316778523489933,0.317953020134228,0.165459140690817
"51013103200",5931,2998,736,134,1295,19,625,124,5931,5120,2634,811,5931,248,53788,0.505479683021413,0.494520316978587,0.124093744731074,0.218344292699376,0.0032035069971337,0.022593154611364,0.105378519642556,0.0209070982970831,0.136739167088181,0.444107233181588,0.0418141965941662
"51013103300",2449,1141,858,0,227,0,0,223,2449,2184,1017,265,2449,368,45275,0.465904450796243,0.534095549203757,0.350347080440996,0.092690894242548,0,0,0,0.0910575745202123,0.108207431604737,0.415271539403838,0.15026541445488
"51013103401",1353,1012,161,41,54,42,43,0,1353,1097,799,256,117,0,24365,0.747967479674797,0.252032520325203,0.118994826311899,0.0399113082039911,0.0310421286031042,0.0303030303030303,0.0317812269031781,0,0.189209164818921,0.590539541759054,0
"51013103402",5919,3730,776,46,913,48,40,366,5919,5423,3396,496,5919,442,82426,0.630174015881061,0.369825984118939,0.131103226896435,0.15424902855212,0.00810947795235682,0.00777158303767528,0.00675789829363068,0.0618347693867207,0.0837979388410204,0.573745565129245,0.074674776144619
"51013103501",3150,2483,211,15,328,0,0,113,3150,2587,1970,563,3150,223,78742,0.788253968253968,0.211746031746032,0.066984126984127,0.104126984126984,0,0.00476190476190476,0,0.0358730158730159,0.178730158730159,0.625396825396825,0.0707936507936508
"51013103502",4941,2903,843,0,792,0,90,313,4941,4294,2502,647,4781,680,72617,0.587532888079336,0.412467111920664,0.170613236187007,0.160291438979964,0,0,0.0182149362477231,0.0633475005059704,0.130945152803076,0.506375227686703,0.142229659067141
"51013103503",4479,2616,535,39,939,0,43,307,4479,4212,2409,267,4479,373,65255,0.584058941728064,0.415941058271936,0.11944630497879,0.209645010046885,0,0.0087073007367716,0.00960035722259433,0.0685420852868944,0.0596115204286671,0.537843268586738,0.0832775173029694
"51013103601",2758,2280,22,0,179,0,172,105,2758,2412,2095,346,2751,119,67347,0.826686004350979,0.173313995649021,0.00797679477882524,0.064902102973169,0,0,0.0623640319071791,0.0380710659898477,0.12545322697607,0.759608411892676,0.0432569974554707
"51013103602",1223,782,94,0,313,0,7,27,1223,957,523,266,1223,178,50309,0.639411283728536,0.360588716271464,0.0768601798855274,0.255928045789043,0,0,0.00572363041700736,0.0220768601798855,0.21749795584628,0.427636958299264,0.145543744889616
"51013103700",2616,2250,75,0,163,0,60,68,2616,2274,1960,342,2608,71,93587,0.860091743119266,0.139908256880734,0.0286697247706422,0.0623088685015291,0,0,0.0229357798165138,0.0259938837920489,0.130733944954128,0.749235474006116,0.0272239263803681
"51013103800",5027,3208,1141,44,320,0,226,88,5027,4240,2671,787,5027,424,54916,0.638153968569724,0.361846031430276,0.226974338571713,0.0636562562164313,0,0.0087527352297593,0.0449572309528546,0.0175054704595186,0.156554605132286,0.531330813606525,0.0843445394867714
"51013980100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51013980200",4,4,0,0,0,0,0,0,4,4,4,0,4,0,NA,1,0,0,0,0,0,0,0,0,1,0
