"geo_id","area","area_canopy16","pct_canopy16"
"510131001001",705943.629845365,292107.532249669,0.413783083946312
"510131001002",372139.390989237,150008.476881384,0.403097550309375
"510131001003",490633.399261553,173766.469656997,0.354167632938425
"510131001004",624788.043570792,256176.123327872,0.41002084781228
"510131002001",529025.485832373,241079.541136151,0.455704966192384
"510131002002",1054557.49736681,480665.351608557,0.455798145486388
"510131002003",397808.473644519,236327.760855253,0.594074225443562
"510131002004",403991.237556822,145339.399843283,0.359758792597181
"510131002005",277803.800177702,96408.3618525835,0.347037591965676
"510131002006",541665.544270507,195526.614332422,0.360972959053081
"510131003001",1182019.02869162,754025.33303529,0.637913024014447
"510131003002",1001002.96301377,593268.850767983,0.59267442024527
"510131003003",709354.761430335,327473.891549428,0.461650374897201
"510131003004",430662.631460648,214597.523388807,0.498296131849126
"510131003005",1130455.34694172,518023.711452579,0.45824340859992
"510131004001",1326642.6583537,992737.944941888,0.748308475300974
"510131004002",1073698.28311849,818754.177963315,0.762555171072167
"510131004003",1371873.12818124,921046.184512903,0.671378544846912
"510131005001",432295.306384759,229355.472338604,0.530552770180829
"510131005002",407130.116181502,204101.733800281,0.501318192116476
"510131005003",783252.218319434,533305.774363532,0.680886388688189
"510131005004",504657.056069396,213723.378452528,0.423502209831657
"510131006001",411860.905140016,189757.180042697,0.460731226670292
"510131006002",331992.945929052,118216.266957522,0.356080658963112
"510131006003",275562.154518505,118409.06621317,0.429700030543266
"510131007001",243265.595743785,91663.9606874881,0.376806101196618
"510131007002",273619.006400306,133152.491563752,0.486634657860532
"510131007003",347235.8536758,174146.424852802,0.50152201453078
"510131007004",304865.722373492,131518.015731624,0.431396533226851
"510131007005",155717.908198108,29434.9621532719,0.189027469569036
"510131007006",231182.327942066,77917.1386027021,0.337037607053719
"510131008001",237497.622817862,59386.9253915885,0.250052714999731
"510131008002",202146.037875362,44461.6172972851,0.21994800276372
"510131009001",678618.8021529,262422.739815063,0.386701251103763
"510131009002",349996.305307094,197292.974182138,0.563700162517514
"510131009003",325018.160402299,144839.419489926,0.44563485102078
"510131009004",287109.012415177,106199.564588224,0.369892828145196
"510131010001",269761.394010917,112032.403358694,0.415301840240936
"510131010002",231534.62168959,102815.311614775,0.444060205184414
"510131010003",281196.631092624,95655.2447707493,0.340172086696307
"510131010004",294150.524928847,130519.291260519,0.443715989601212
"510131011001",373949.199925702,160407.805484434,0.428956140342871
"510131011002",436897.392912424,195888.454681276,0.448362608381464
"510131011003",609259.241475073,288652.74315382,0.473776552744551
"510131011004",374335.616080602,152574.63779434,0.407587820234256
"510131011005",377088.923738756,134656.246717027,0.35709414474957
"510131012001",919132.152689702,459740.818224866,0.500190116165019
"510131012002",326873.782768369,146152.924994007,0.447123424081934
"510131012003",350007.538059056,149210.346050476,0.426306092942776
"510131013001",499021.855944942,231390.023800787,0.463687153266322
"510131013002",321151.15125322,167045.188216185,0.52014507052
"510131013003",360578.48600729,180955.046390333,0.501846486722101
"510131013004",328698.915794144,120977.36276485,0.368049168864965
"510131013005",514079.96079682,223932.830836849,0.435599221743159
"510131013006",467001.232473977,310560.165784803,0.665009306591302
"510131014011",338926.796895559,79864.2102670648,0.235638524302565
"510131014021",279627.313151349,84496.5195619037,0.302175487114056
"510131014022",81304.70260861,22835.1734010046,0.280859195942577
"510131014023",101942.51116282,29828.4824405199,0.292601016987687
"510131014031",137931.897370959,6715.41509304855,0.0486864548450881
"510131014032",29155.5073722895,1940.65676667744,0.0665622704450655
"510131014033",28536.5841697069,938.473125024084,0.0328866664434324
"510131014034",109046.058922397,8426.64643546622,0.0772760292186543
"510131014041",309751.497821265,38377.6447703149,0.123898173343006
"510131015001",174618.134855181,50271.0922704579,0.287891588763962
"510131015002",250874.683132252,68552.3680765538,0.273253431636287
"510131015003",323668.606568817,70465.9217088106,0.217710090749343
"510131015004",559599.605481521,190303.340265182,0.34007054043834
"510131015005",297807.657361199,136944.648532685,0.459842603598976
"510131015006",127908.244859228,43399.8111997789,0.339304250852191
"510131016011",462970.801688144,273205.786473706,0.59011450717304
"510131016012",229723.242186415,90316.6893946514,0.393154338825505
"510131016021",91129.6554214838,28094.2242626796,0.308288494373659
"510131016022",116046.311553302,34893.0306968371,0.300681945249161
"510131016031",84381.1695270168,34814.2393210498,0.412583038564109
"510131016032",193410.927813927,59604.8451111851,0.308177235820556
"510131016033",181327.32125412,12015.1074402263,0.0662619805836528
"510131017011",85723.5138357239,17597.7244736929,0.205284684286464
"510131017012",34884.0644918508,3224.25775531296,0.092427812019043
"510131017013",34964.0503899734,2664.08887004845,0.0761950872491714
"510131017014",88280.8928008163,9082.16841854376,0.102878076222398
"510131017021",99817.8039824261,9857.06283372933,0.0987505479029049
"510131017022",180836.513389041,25551.3505764421,0.141295306448828
"510131017023",101791.164978371,10770.7510832689,0.105812239063749
"510131017031",111797.089532642,33334.7376835762,0.298171784461734
"510131017032",136948.967999043,37137.6109036976,0.271178464842152
"510131018011",280823.860237962,57956.6212838932,0.206380687291965
"510131018021",117332.603504703,10620.4978456829,0.090516169661719
"510131018022",35722.0109961061,7345.19182752329,0.205620893748786
"510131018023",46452.0338066865,4880.09783499226,0.105056709794476
"510131018024",88860.5325632452,15355.2688778836,0.172801900179416
"510131018025",107254.235404988,29532.1837654552,0.275347483052232
"510131018031",200294.874193519,67288.0902528786,0.335945143498115
"510131018032",116500.097081614,16182.4236546023,0.138904808321883
"510131018033",205910.231766554,43978.7025876454,0.21358191970521
"510131018034",435282.639291357,164285.292418086,0.377422110575195
