"geo_id","tot_pop_race","pop_white","pop_black","pop_native","pop_asian","pop_pac_isl","pop_other","pop_two_plus","tot_pop_hisp","pop_not_hisp","pop_white_not_hisp","pop_hisp","tot_pop_income","pop_in_poverty","per_cap_income","pop_nonwhite","pct_white","pct_nonwhite","pct_black","pct_asian","pct_pac_isl","pct_native","pct_other","pct_two_plus","pct_hisp","pct_white_not_hisp","pct_in_poverty"
"510131024002",976,731,38,0,67,0,140,0,976,581,476,395,976,92,44466,245,74.8975409836066,25.1024590163934,3.89344262295082,6.86475409836066,0,0,14.344262295082,0,40.4713114754098,48.7704918032787,9.42622950819672
"510131024003",816,628,31,0,71,0,60,26,816,723,595,93,816,15,61821,188,76.9607843137255,23.0392156862745,3.79901960784314,8.70098039215686,0,0,7.35294117647059,3.18627450980392,11.3970588235294,72.9166666666667,1.83823529411765
"510131024004",586,439,109,0,26,0,12,0,586,574,439,12,586,0,92198,147,74.9146757679181,25.0853242320819,18.6006825938567,4.43686006825939,0,0,2.04778156996587,0,2.04778156996587,74.9146757679181,0
"510131025001",2096,1408,360,0,179,0,6,143,2096,1560,896,536,2096,38,54966,688,67.175572519084,32.824427480916,17.175572519084,8.54007633587786,0,0,0.286259541984733,6.82251908396946,25.5725190839695,42.7480916030534,1.81297709923664
"510131025002",2124,1358,453,25,211,0,19,58,2124,1842,1125,282,2124,164,66130,766,63.9359698681733,36.0640301318267,21.3276836158192,9.93408662900188,0,1.17702448210923,0.894538606403013,2.73069679849341,13.2768361581921,52.9661016949153,7.72128060263653
"510131025003",1467,1323,50,0,53,0,21,20,1467,1194,1071,273,1467,12,64222,144,90.1840490797546,9.8159509202454,3.40831629175187,3.61281526925699,0,0,1.43149284253579,1.36332651670075,18.6094069529652,73.0061349693252,0.81799591002045
"510131026001",2615,1692,434,0,78,0,330,81,2615,1740,1188,875,2615,129,46981,923,64.7036328871893,35.2963671128107,16.5965583173996,2.98279158699809,0,0,12.6195028680688,3.09751434034417,33.4608030592734,45.4302103250478,4.93307839388145
"510131026002",1069,697,67,3,192,0,35,75,1069,807,470,262,1069,18,65776,372,65.2011225444341,34.7988774555659,6.26753975678204,17.9607109448082,0,0.280636108512629,3.27408793264733,7.01590271281572,24.5088868101029,43.9663236669785,1.68381665107577
"510131027011",3578,809,1178,20,795,0,560,216,3578,2416,321,1162,3523,371,26066,2769,22.6103968697596,77.3896031302404,32.9234209055338,22.2191168250419,0,0.558971492453885,15.6512017887088,6.03689211850196,32.4762437115707,8.97149245388485,10.5307976156685
"510131027012",557,266,127,28,33,0,38,65,557,400,212,157,557,77,30481,291,47.7558348294434,52.2441651705566,22.8007181328546,5.9245960502693,0,5.02692998204668,6.82226211849192,11.6696588868941,28.1867145421903,38.0610412926391,13.8240574506284
"510131027021",1263,833,69,7,104,0,188,62,1263,906,708,357,1263,12,64825,430,65.9540775930325,34.0459224069675,5.46318289786223,8.23436262866192,0,0.554235946159937,14.8851939825812,4.9089469517023,28.2660332541568,56.0570071258907,0.950118764845606
"510131027022",799,360,38,0,178,0,169,54,799,469,253,330,778,64,28723,439,45.0563204005006,54.9436795994994,4.75594493116396,22.2778473091364,0,0,21.1514392991239,6.75844806007509,41.3016270337922,31.6645807259074,8.22622107969152
"510131028011",2570,907,706,0,246,0,643,68,2570,1738,718,832,2570,215,50609,1663,35.2918287937743,64.7081712062257,27.4708171206226,9.57198443579767,0,0,25.0194552529183,2.64591439688716,32.3735408560311,27.9377431906615,8.36575875486381
"510131028012",922,524,36,0,214,0,115,33,922,570,259,352,922,25,40239,398,56.8329718004338,43.1670281995662,3.90455531453362,23.2104121475054,0,0,12.472885032538,3.57917570498915,38.177874186551,28.0911062906725,2.7114967462039
"510131028013",1357,759,37,0,169,0,364,28,1357,416,182,941,1357,2,43893,598,55.9322033898305,44.0677966101695,2.72660280029477,12.4539425202653,0,0,26.8238761974945,2.06337509211496,69.3441414885777,13.4119380987472,0.147383935151069
"510131028014",975,609,37,0,264,0,65,0,975,840,564,135,975,55,53767,366,62.4615384615385,37.5384615384615,3.7948717948718,27.0769230769231,0,0,6.66666666666667,0,13.8461538461538,57.8461538461538,5.64102564102564
"510131028015",1807,858,352,0,568,0,29,0,1807,1348,440,459,1795,111,55560,949,47.4820143884892,52.5179856115108,19.4798007747648,31.4333148865523,0,0,1.60486995019369,0,25.4012174875484,24.349750968456,6.18384401114206
"510131028016",824,546,32,0,71,0,64,111,824,615,401,209,824,116,23992,278,66.2621359223301,33.7378640776699,3.88349514563107,8.61650485436893,0,0,7.76699029126214,13.4708737864078,25.3640776699029,48.6650485436893,14.0776699029126
"510131028021",660,575,48,0,16,0,12,9,660,569,496,91,660,8,63750,85,87.1212121212121,12.8787878787879,7.27272727272727,2.42424242424242,0,0,1.81818181818182,1.36363636363636,13.7878787878788,75.1515151515151,1.21212121212121
"510131028022",723,630,27,0,27,0,0,39,723,559,466,164,723,4,52039,93,87.1369294605809,12.8630705394191,3.7344398340249,3.7344398340249,0,0,0,5.39419087136929,22.6832641770401,64.4536652835408,0.553250345781466
"510131029011",986,887,73,0,18,0,0,8,986,841,764,145,986,31,77960,99,89.9594320486815,10.0405679513185,7.40365111561866,1.82555780933063,0,0,0,0.811359026369168,14.7058823529412,77.4847870182556,3.14401622718053
"510131029012",928,793,36,0,21,0,27,51,928,800,715,128,928,8,87947,135,85.4525862068966,14.5474137931034,3.87931034482759,2.26293103448276,0,0,2.90948275862069,5.49568965517241,13.7931034482759,77.0474137931034,0.862068965517241
"510131029013",1004,910,0,0,7,0,29,58,1004,925,860,79,1004,16,73652,94,90.6374501992032,9.36254980079681,0,0.697211155378486,0,0,2.88844621513944,5.77689243027888,7.86852589641434,85.6573705179283,1.59362549800797
"510131029021",2701,2011,208,93,79,22,109,179,2701,2014,1526,687,2689,57,72959,690,74.4539059607553,25.5460940392447,7.70085153646797,2.92484265087005,0.814513143280266,3.44316919659385,4.03554239170677,6.62717512032581,25.435024065161,56.4975934838949,2.11974711788769
"510131029022",1574,1321,77,0,107,0,0,69,1574,1519,1266,55,1574,24,74660,253,83.9263024142313,16.0736975857687,4.89199491740788,6.79796696315121,0,0,0,4.38373570520966,3.49428208386277,80.4320203303685,1.52477763659466
"510131030001",1163,1038,11,24,24,0,27,39,1163,1033,959,130,1163,12,76405,125,89.2519346517627,10.7480653482373,0.945829750644884,2.06362854686156,0,2.06362854686156,2.32158211521926,3.35339638865004,11.1779879621668,82.4591573516767,1.03181427343078
"510131030002",896,733,0,0,136,0,0,27,896,884,721,12,896,8,66395,163,81.8080357142857,18.1919642857143,0,15.1785714285714,0,0,0,3.01339285714286,1.33928571428571,80.46875,0.892857142857143
"510131030003",1387,1305,24,0,28,0,0,30,1387,1316,1234,71,1387,22,79142,82,94.0879596250901,5.91204037490988,1.73035328046143,2.01874549387167,0,0,0,2.16294160057678,5.11896178803172,88.9689978370584,1.58615717375631
"510131031001",2837,1426,797,0,104,0,295,215,2837,2027,947,810,2837,403,35837,1411,50.26436376454,49.73563623546,28.0930560451181,3.66584420162143,0,0,10.3983080719069,7.57842791681353,28.5512865703208,33.3803313359182,14.205146281283
"510131031002",1759,1085,570,2,87,0,0,15,1759,1163,489,596,1734,508,51455,674,61.6827743035816,38.3172256964184,32.4047754405912,4.94599204093235,0,0.113700966458215,0,0.852757248436612,33.882888004548,27.7998862990335,29.2964244521338
"510131031003",1364,516,288,0,96,0,447,17,1364,882,459,482,1364,71,56077,848,37.8299120234604,62.1700879765396,21.1143695014663,7.03812316715543,0,0,32.7712609970675,1.24633431085044,35.3372434017595,33.6510263929619,5.20527859237537
"510131032001",1478,491,90,85,514,0,298,0,1478,1298,397,180,1478,48,43239,987,33.2205683355886,66.7794316644114,6.0893098782138,34.7767253044655,0,5.7510148849797,20.1623815967524,0,12.1786197564276,26.8606224627876,3.24763193504736
"510131032002",1828,615,554,0,595,0,43,21,1828,1779,594,49,1828,126,43018,1213,33.6433260393873,66.3566739606127,30.3063457330416,32.5492341356674,0,0,2.35229759299781,1.14879649890591,2.68052516411379,32.4945295404814,6.89277899343545
"510131032003",928,830,20,0,32,0,0,46,928,808,710,120,928,47,76222,98,89.4396551724138,10.5603448275862,2.1551724137931,3.44827586206897,0,0,0,4.95689655172414,12.9310344827586,76.5086206896552,5.06465517241379
"510131032004",1697,1062,72,49,154,19,284,57,1697,1235,933,462,1697,27,62309,635,62.5810253388332,37.4189746611668,4.24278137890395,9.07483794932233,1.11962286387743,2.88744843842074,16.73541543901,3.35886859163229,27.224513847967,54.979375368297,1.59104301708898
"510131033001",1165,423,648,0,0,0,0,94,1165,1044,362,121,1165,225,42008,742,36.3090128755365,63.6909871244635,55.6223175965665,0,0,0,0,8.068669527897,10.3862660944206,31.0729613733906,19.31330472103
"510131033002",1284,718,210,0,227,0,0,129,1284,1140,655,144,1284,143,48239,566,55.9190031152648,44.0809968847352,16.3551401869159,17.6791277258567,0,0,0,10.0467289719626,11.214953271028,51.01246105919,11.1370716510903
"510131034011",1353,1012,161,41,54,42,43,0,1353,1097,799,256,117,0,24365,341,74.7967479674797,25.2032520325203,11.8994826311899,3.99113082039911,3.10421286031042,3.03030303030303,3.17812269031781,0,18.9209164818921,59.0539541759054,0
"510131034021",946,751,25,46,32,0,0,92,946,814,680,132,946,0,93325,195,79.3868921775899,20.6131078224101,2.64270613107822,3.38266384778013,0,4.86257928118393,0,9.72515856236786,13.953488372093,71.8816067653277,0
"510131034022",870,434,142,0,259,0,0,35,870,798,397,72,870,217,67423,436,49.8850574712644,50.1149425287356,16.3218390804598,29.7701149425287,0,0,0,4.02298850574713,8.27586206896552,45.632183908046,24.9425287356322
"510131034023",1485,897,142,0,318,0,40,88,1485,1313,769,172,1485,147,80694,588,60.4040404040404,39.5959595959596,9.56228956228956,21.4141414141414,0,0,2.69360269360269,5.92592592592593,11.5824915824916,51.7845117845118,9.8989898989899
"510131034024",897,584,122,0,77,48,0,66,897,859,546,38,897,0,88899,313,65.1059085841695,34.8940914158305,13.6008918617614,8.58416945373467,5.35117056856187,0,0,7.35785953177258,4.23634336677815,60.8695652173913,0
"510131034025",1721,1064,345,0,227,0,0,85,1721,1639,1004,82,1721,78,82140,657,61.8245206275421,38.1754793724579,20.0464846019756,13.1900058105752,0,0,0,4.93898895990703,4.76467170249855,58.3381754793725,4.53224869262057
"510131035011",1026,741,145,15,76,0,0,49,1026,884,649,142,1026,67,70473,285,72.2222222222222,27.7777777777778,14.1325536062378,7.40740740740741,0,1.46198830409357,0,4.77582846003899,13.8401559454191,63.2553606237817,6.53021442495127
"510131035012",408,325,17,0,14,0,0,52,408,293,210,115,408,0,73676,83,79.656862745098,20.343137254902,4.16666666666667,3.43137254901961,0,0,0,12.7450980392157,28.1862745098039,51.4705882352941,0
"510131035013",1716,1417,49,0,238,0,0,12,1716,1410,1111,306,1716,156,84891,299,82.5757575757576,17.4242424242424,2.85547785547786,13.8694638694639,0,0,0,0.699300699300699,17.8321678321678,64.7435897435898,9.09090909090909
"510131035021",3807,2226,530,0,673,0,86,292,3807,3203,1848,604,3807,395,81252,1581,58.4712371946414,41.5287628053586,13.9217231415813,17.6779616495929,0,0,2.25899658523772,7.67008142894668,15.8655109009719,48.542159180457,10.3756238508012
"510131035022",1134,677,313,0,119,0,4,21,1134,1091,654,43,974,285,43629,457,59.700176366843,40.299823633157,27.6014109347443,10.4938271604938,0,0,0.352733686067019,1.85185185185185,3.79188712522046,57.6719576719577,29.2607802874743
"510131035031",2482,1461,284,0,476,0,43,218,2482,2416,1438,66,2482,82,72699,1021,58.8638195004029,41.1361804995971,11.4423851732474,19.1780821917808,0,0,1.73247381144239,8.78323932312651,2.65914585012087,57.9371474617244,3.30378726833199
"510131035032",1997,1155,251,39,463,0,0,89,1997,1796,971,201,1997,291,56005,842,57.836755132699,42.163244867301,12.5688532799199,23.1847771657486,0,1.95292939409114,0,4.45668502754131,10.0650976464697,48.6229344016024,14.57185778668
"510131036011",1010,925,0,0,68,0,0,17,1010,950,865,60,1003,28,77205,85,91.5841584158416,8.41584158415841,0,6.73267326732673,0,0,0,1.68316831683168,5.94059405940594,85.6435643564356,2.79162512462612
"510131036012",722,611,2,0,65,0,11,33,722,660,549,62,722,32,68374,111,84.6260387811634,15.3739612188366,0.277008310249307,9.00277008310249,0,0,1.52354570637119,4.57063711911357,8.58725761772853,76.0387811634349,4.43213296398892
"510131036013",1026,744,20,0,46,0,161,55,1026,802,681,224,1026,59,56920,282,72.5146198830409,27.4853801169591,1.94931773879142,4.48343079922027,0,0,15.692007797271,5.36062378167641,21.8323586744639,66.3742690058479,5.7504873294347
"510131036021",542,392,10,0,127,0,0,13,542,411,261,131,542,97,51270,150,72.3247232472325,27.6752767527675,1.8450184501845,23.4317343173432,0,0,0,2.39852398523985,24.169741697417,48.1549815498155,17.8966789667897
"510131036022",681,390,84,0,186,0,7,14,681,546,262,135,681,81,49543,291,57.2687224669604,42.7312775330396,12.3348017621145,27.3127753303965,0,0,1.02790014684288,2.05580029368576,19.8237885462555,38.4728340675477,11.8942731277533
"510131037001",956,822,30,0,62,0,0,42,956,861,727,95,948,10,109861,134,85.9832635983264,14.0167364016736,3.13807531380753,6.48535564853557,0,0,0,4.39330543933054,9.93723849372385,76.0460251046025,1.05485232067511
"510131037002",1660,1428,45,0,101,0,60,26,1660,1413,1233,247,1660,61,84214,232,86.0240963855422,13.9759036144578,2.71084337349398,6.08433734939759,0,0,3.6144578313253,1.56626506024096,14.8795180722892,74.2771084337349,3.67469879518072
"510131038001",3241,2130,816,0,216,0,36,43,3241,2799,1748,442,3241,280,53282,1111,65.7204566491824,34.2795433508176,25.1774143782783,6.66460968836779,0,0,1.11076828139463,1.32675100277692,13.6377661215674,53.933970996606,8.63930885529158
"510131038002",881,497,130,0,19,0,190,45,881,610,416,271,881,144,47743,384,56.4131668558456,43.5868331441544,14.7559591373439,2.1566401816118,0,0,21.566401816118,5.10783200908059,30.7604994324631,47.2190692395006,16.3450624290579
"510131038003",905,581,195,44,85,0,0,0,905,831,507,74,905,0,67750,324,64.1988950276243,35.8011049723757,21.5469613259669,9.39226519337017,0,4.86187845303867,0,0,8.1767955801105,56.0220994475138,0
"510139801001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510139802001",4,4,0,0,0,0,0,0,4,4,4,0,4,0,0,0,100,0,0,0,0,0,0,0,0,100,0
