"geo_id","tot_pop_race","pop_white","pop_black","pop_native","pop_asian","pop_pac_isl","pop_other","pop_two_plus","tot_pop_hisp","pop_not_hisp","pop_white_not_hisp","pop_hisp","tot_pop_income","pop_in_poverty","per_cap_income","pop_nonwhite","pct_white","pct_nonwhite","pct_black","pct_asian","pct_pac_isl","pct_native","pct_other","pct_two_plus","pct_hisp","pct_white_not_hisp","pct_in_poverty"
"510131016012",539,393,0,11,82,0,33,20,539,501,376,38,539,61,98160,146,72.9128014842301,27.0871985157699,0,15.2133580705009,0,2.04081632653061,6.12244897959184,3.71057513914657,7.05009276437848,69.7588126159555,11.317254174397
"510131016021",912,649,95,0,125,0,12,31,912,850,587,62,912,39,72591,263,71.1622807017544,28.8377192982456,10.4166666666667,13.7061403508772,0,0,1.31578947368421,3.39912280701754,6.79824561403509,64.3640350877193,4.27631578947368
"510131016022",817,611,61,0,131,0,14,0,817,747,555,70,817,70,63267,206,74.7858017135863,25.2141982864137,7.46634026927785,16.0342717258262,0,0,1.71358629130967,0,8.56793145654835,67.9314565483476,8.56793145654835
"510131016031",796,566,46,0,167,0,0,17,796,705,475,91,796,58,69241,230,71.105527638191,28.894472361809,5.77889447236181,20.9798994974874,0,0,0,2.1356783919598,11.4321608040201,59.6733668341708,7.28643216080402
"510131016032",2172,1491,144,0,477,0,0,60,2172,2087,1406,85,2142,244,91881,681,68.646408839779,31.353591160221,6.62983425414365,21.9613259668508,0,0,0,2.76243093922652,3.9134438305709,64.7329650092081,11.391223155929
"510131016033",971,767,27,0,54,0,40,83,971,850,700,121,971,12,196394,204,78.9907312049434,21.0092687950566,2.78063851699279,5.56127703398558,0,0,4.11946446961895,8.54788877445932,12.4613800205973,72.0906282183316,1.23583934088568
"510131017011",723,397,35,0,28,40,142,81,723,491,395,232,723,99,43533,326,54.9100968188105,45.0899031811895,4.84094052558783,3.87275242047026,5.53250345781466,0,19.640387275242,11.2033195020747,32.088520055325,54.6334716459198,13.6929460580913
"510131017012",1765,1546,21,0,90,0,104,4,1765,1348,1233,417,1765,149,66075,219,87.5920679886686,12.4079320113314,1.18980169971671,5.09915014164306,0,0,5.89235127478754,0.226628895184136,23.6260623229462,69.8583569405099,8.44192634560907
"510131017013",807,466,259,0,82,0,0,0,807,677,347,130,366,0,73409,341,57.7447335811648,42.2552664188352,32.094175960347,10.1610904584882,0,0,0,0,16.1090458488228,42.998760842627,0
"510131017014",1621,1227,22,0,226,0,61,85,1621,1543,1211,78,1621,103,103256,394,75.6940160394818,24.3059839605182,1.3571869216533,13.9420111042566,0,0,3.76310919185688,5.24367674275139,4.81184454040716,74.7069710055521,6.35410240592227
"510131017021",1753,1005,0,0,521,0,25,202,1753,1632,884,121,1753,180,55750,748,57.3302909298346,42.6697090701654,0,29.7204791785511,0,0,1.42612664004564,11.5231032515687,6.90245293782088,50.4278379920137,10.2681118083286
"510131017022",2143,1490,111,0,465,0,39,38,2143,1818,1221,325,2133,111,85116,653,69.5286980867942,30.4713019132058,5.17965468968735,21.6985534297713,0,0,1.81987867475502,1.77321511899207,15.1656556229585,56.9762015865609,5.20393811533052
"510131017023",1488,1178,74,0,213,0,0,23,1488,1291,981,197,1488,50,91919,310,79.1666666666667,20.8333333333333,4.97311827956989,14.3145161290323,0,0,0,1.54569892473118,13.239247311828,65.9274193548387,3.36021505376344
"510131017031",1120,753,202,0,153,12,0,0,1120,1059,692,61,1120,142,73233,367,67.2321428571429,32.7678571428571,18.0357142857143,13.6607142857143,1.07142857142857,0,0,0,5.44642857142857,61.7857142857143,12.6785714285714
"510131017032",1171,1037,55,0,41,0,11,27,1171,1089,966,82,1171,133,118991,134,88.5567890691716,11.4432109308284,4.69684030742955,3.50128095644748,0,0,0.939368061485909,2.30572160546541,7.00256191289496,82.4935952177626,11.3578138343296
"510131018011",3664,2800,93,21,573,0,46,131,3664,3396,2556,268,3664,113,105049,864,76.4192139737991,23.5807860262009,2.5382096069869,15.6386462882096,0,0.573144104803494,1.25545851528384,3.57532751091703,7.31441048034935,69.7598253275109,3.08406113537118
"510131018021",1308,896,114,0,204,0,19,75,1308,1268,875,40,1308,108,84926,412,68.5015290519878,31.4984709480122,8.71559633027523,15.5963302752294,0,0,1.4525993883792,5.73394495412844,3.05810397553517,66.8960244648318,8.25688073394496
"510131018022",1860,1392,99,0,191,0,0,178,1860,1511,1268,349,1860,69,93378,468,74.8387096774194,25.1612903225806,5.32258064516129,10.2688172043011,0,0,0,9.56989247311828,18.7634408602151,68.1720430107527,3.70967741935484
"510131018023",1369,1173,70,20,52,0,21,33,1369,1119,964,250,1369,54,68604,196,85.6829802775749,14.3170197224251,5.11322132943755,3.79839298758218,0,1.4609203798393,1.53396639883126,2.41051862673484,18.2615047479912,70.4163623082542,3.94448502556611
"510131018024",1358,639,195,0,149,0,281,94,1358,774,336,584,1358,267,27673,719,47.0544918998527,52.9455081001473,14.359351988218,10.9720176730486,0,0,20.6921944035346,6.9219440353461,43.0044182621502,24.7422680412371,19.6612665684831
"510131018025",1092,1005,0,0,16,0,28,43,1092,907,848,185,1092,33,75639,87,92.032967032967,7.96703296703298,0,1.46520146520147,0,0,2.56410256410256,3.93772893772894,16.9413919413919,77.6556776556777,3.02197802197802
"510131018031",878,773,72,0,33,0,0,0,878,837,773,41,878,113,73905,105,88.0410022779043,11.9589977220957,8.2004555808656,3.75854214123007,0,0,0,0,4.66970387243736,88.0410022779043,12.870159453303
"510131018032",1301,975,111,0,86,0,78,51,1301,1243,934,58,1301,101,67779,326,74.9423520368947,25.0576479631053,8.53189853958493,6.61029976940815,0,0,5.99538816295158,3.92006149116065,4.45810914681015,71.7909300538048,7.76325903151422
"510131018033",993,548,0,0,190,0,255,0,993,705,515,288,993,136,35755,445,55.1863041289023,44.8136958710977,0,19.1339375629406,0,0,25.6797583081571,0,29.0030211480363,51.8630412890232,13.6958710976838
"510131018034",1383,1221,21,0,78,0,17,46,1383,1332,1187,51,1383,14,87462,162,88.2863340563991,11.7136659436009,1.51843817787419,5.63991323210412,0,0,1.2292118582791,3.32610267534346,3.68763557483731,85.8279103398409,1.01229211858279
"510131019001",980,746,44,0,43,0,100,47,980,848,714,132,945,69,71485,234,76.1224489795918,23.8775510204082,4.48979591836735,4.38775510204082,0,0,10.2040816326531,4.79591836734694,13.469387755102,72.8571428571428,7.3015873015873
"510131019002",1541,1433,0,0,66,0,0,42,1541,1533,1425,8,1541,67,82220,108,92.9915639195328,7.00843608046723,0,4.28293316028553,0,0,0,2.7255029201817,0.519143413367943,92.4724205061648,4.34782608695652
"510131019003",766,720,0,0,18,0,19,9,766,766,720,0,766,22,83976,46,93.9947780678851,6.00522193211488,0,2.34986945169713,0,0,2.48041775456919,1.17493472584856,0,93.9947780678851,2.87206266318538
"510131020011",1656,467,96,0,235,0,760,98,1656,858,444,798,1656,130,45571,1189,28.2004830917874,71.7995169082126,5.79710144927536,14.1908212560386,0,0,45.8937198067633,5.91787439613527,48.1884057971014,26.8115942028986,7.85024154589372
"510131020012",1351,1003,139,0,125,0,32,52,1351,1119,814,232,1351,213,78448,348,74.2413027387121,25.7586972612879,10.2886750555144,9.25240562546262,0,0,2.36861584011843,3.84900074019245,17.1724648408586,60.2516654330126,15.7660991857883
"510131020021",1414,999,91,0,196,40,35,53,1414,1197,836,217,1412,83,56819,415,70.6506364922207,29.3493635077793,6.43564356435644,13.8613861386139,2.82885431400283,0,2.47524752475248,3.74823196605375,15.3465346534653,59.1230551626591,5.87818696883853
"510131020031",1854,1053,371,0,254,0,99,77,1854,1648,973,206,1854,437,48067,801,56.7961165048544,43.2038834951456,20.0107874865156,13.7001078748652,0,0,5.33980582524272,4.15318230852211,11.1111111111111,52.4811218985976,23.5706580366775
"510131020032",1667,1099,190,0,49,0,309,20,1667,846,607,821,1667,93,38753,568,65.9268146370726,34.0731853629274,11.3977204559088,2.93941211757648,0,0,18.5362927414517,1.1997600479904,49.250149970006,36.4127174565087,5.57888422315537
"510131020033",520,381,68,0,42,0,0,29,520,482,343,38,520,109,57818,139,73.2692307692308,26.7307692307692,13.0769230769231,8.07692307692308,0,0,0,5.57692307692308,7.30769230769231,65.9615384615385,20.9615384615385
"510131021001",825,461,103,23,238,0,0,0,825,754,390,71,702,262,39902,364,55.8787878787879,44.1212121212121,12.4848484848485,28.8484848484849,0,2.78787878787879,0,0,8.60606060606061,47.2727272727273,37.3219373219373
"510131021002",1569,1299,22,8,144,0,57,39,1569,1497,1253,72,1569,85,72764,270,82.791586998088,17.208413001912,1.40216698534098,9.17782026768642,0,0.509878903760357,3.63288718929254,2.48565965583174,4.58891013384321,79.8597833014659,5.41746335245379
"510131022001",1096,709,105,0,74,0,125,83,1096,480,218,616,1051,96,44063,387,64.6897810218978,35.3102189781022,9.58029197080292,6.75182481751825,0,0,11.4051094890511,7.57299270072993,56.2043795620438,19.8905109489051,9.13415794481446
"510131022002",1664,901,515,76,153,0,0,19,1664,787,104,877,1664,307,22975,763,54.1466346153846,45.8533653846154,30.9495192307692,9.19471153846154,0,4.56730769230769,0,1.14182692307692,52.7043269230769,6.25,18.4495192307692
"510131022003",1214,708,385,0,5,0,90,26,1214,764,374,450,1214,630,22289,506,58.3196046128501,41.6803953871499,31.7133443163097,0.411861614497529,0,0,7.41350906095552,2.14168039538715,37.0675453047776,30.8072487644152,51.8945634266886
"510131022004",1477,439,698,0,271,0,27,42,1477,1160,202,317,1477,46,26778,1038,29.7224102911307,70.2775897088693,47.2579553148274,18.3480027081923,0,0,1.8280297901151,2.8436018957346,21.4624238320921,13.6763710223426,3.1144211238998
"510131022005",2769,1114,927,40,164,0,363,161,2769,1484,234,1285,2769,444,21289,1655,40.2311303719754,59.7688696280246,33.477789815818,5.92271578187071,0,1.44456482484652,13.1094257854821,5.81437342000722,46.4066449981943,8.45070422535211,16.0346695557963
"510131023011",908,755,52,0,26,0,6,69,908,831,707,77,908,32,75328,153,83.1497797356828,16.8502202643172,5.72687224669604,2.86343612334802,0,0,0.66079295154185,7.59911894273128,8.48017621145375,77.863436123348,3.52422907488987
"510131023012",525,351,55,0,80,0,19,20,525,477,322,48,525,10,81767,174,66.8571428571429,33.1428571428571,10.4761904761905,15.2380952380952,0,0,3.61904761904762,3.80952380952381,9.14285714285714,61.3333333333333,1.9047619047619
"510131023021",560,372,8,0,70,0,101,9,560,347,231,213,560,30,44328,188,66.4285714285714,33.5714285714286,1.42857142857143,12.5,0,0,18.0357142857143,1.60714285714286,38.0357142857143,41.25,5.35714285714286
"510131023022",1101,502,0,0,50,0,549,0,1101,496,446,605,1101,371,26237,599,45.5949137148047,54.4050862851953,0,4.54132606721163,0,0,49.8637602179836,0,54.9500454132607,40.5086285195277,33.6966394187103
"510131023023",1137,721,251,0,94,0,7,64,1137,994,621,143,1137,8,56158,416,63.4124890061565,36.5875109938435,22.07563764292,8.26737027264732,0,0,0.615655233069481,5.62884784520668,12.5769569041337,54.6174142480211,0.703605980650836
"510131023024",1477,1064,115,0,148,0,104,46,1477,1211,912,266,1477,39,78903,413,72.0379146919431,27.9620853080569,7.78605280974949,10.0203114421124,0,0,7.04129993229519,3.1144211238998,18.0094786729858,61.7467840216655,2.6404874746107
"510131024001",971,590,205,0,110,0,48,18,971,900,567,71,971,35,52987,381,60.7621009268795,39.2378990731205,21.1122554067971,11.3285272914521,0,0,4.94335736354274,1.85375901132853,7.31204943357363,58.3934088568486,3.60453141091658
